id,room_type,minimum_nights,census_tract,census_NBH,amenities,price
5940866,Private room,1,507,East Boston,"[""Wifi"", ""Keypad"", ""Lock on bedroom door"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Security cameras on property"", ""Smoke alarm"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Central air conditioning"", ""Hangers"", ""Self check-in"", ""Heating"", ""Fire extinguisher""]",100.0
5967421,Private room,91,8.04,Allston,"[""Wifi"", ""Keypad"", ""Long term stays allowed"", ""Window AC unit"", ""Free street parking"", ""Lock on bedroom door"", ""Refrigerator"", ""Paid parking on premises"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Hair dryer"", ""Shower gel"", ""Free washer \u2013 In building"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Free dryer \u2013 In building"", ""Heating"", ""Fire extinguisher""]",73.0
6080461,Entire home/apt,3,814,Roxbury,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Luggage dropoff allowed"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",169.0
6089865,Entire home/apt,2,302,North End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Window AC unit"", ""Crib"", ""Baby bath"", ""Single level home"", ""First aid kit"", ""Refrigerator"", ""Pets allowed"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Room-darkening shades"", ""Coffee maker"", ""Paid parking garage off premises"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hair dryer"", ""Shower gel"", ""Central heating"", ""Blender"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Hot water kettle"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Baking sheet"", ""Microwave"", ""37\"" HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Courtyard view"", ""Dishes and silverware"", ""Portable fans"", ""Indoor fireplace"", ""Boat slip"", ""Hangers"", ""Clothing storage: closet"", ""Long term stays allowed"", ""Fire extinguisher""]",170.0
6119918,Entire home/apt,32,7.01,Allston,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Single level home"", ""First aid kit"", ""Refrigerator"", ""Wine glasses"", ""Iron"", ""Room-darkening shades"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Patio or balcony"", ""Cleaning products"", ""Shared pool"", ""Freezer"", ""Cleaning available during stay"", ""Bathtub"", ""Laundromat nearby"", ""Air conditioning"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Paid parking lot off premises"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher"", ""50\"" HDTV with Hulu, premium cable, standard cable""]",145.0
6179374,Private room,91,8.04,Allston,"[""Wifi"", ""Kitchen"", ""Free street parking"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Portable fans"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",45.0
6238463,Private room,2,1204,Jamaica Plain,"[""Wifi"", ""Dishwasher"", ""Breakfast"", ""Free street parking"", ""Lock on bedroom door"", ""First aid kit"", ""Refrigerator"", ""Toaster"", ""Ceiling fan"", ""Aveeno body soap"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Shower gel"", ""Patio or balcony"", ""Cleaning products"", ""Indoor fireplace: gas"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Mini fridge"", ""Free parking on premises"", ""Essentials"", ""Hot water"", ""Central air conditioning"", ""Dishes and silverware"", ""Books and reading material"", ""Portable fans"", ""Hangers"", ""Dryer"", ""Heating"", ""Microwave""]",129.0
6248970,Private room,29,1205,Jamaica Plain,"[""Wifi"", ""Hot water"", ""Stove"", ""Free street parking"", ""Hangers"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Microwave""]",65.0
6317446,Entire home/apt,9,604,South Boston,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Paid parking on premises"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",344.0
6317722,Entire home/apt,10,604,South Boston,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Paid dryer \u2013 In building"", ""Refrigerator"", ""Paid parking on premises"", ""Wine glasses"", ""Iron"", ""TV with standard cable"", ""Hair dryer"", ""Shower gel"", ""Central heating"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Conditioner"", ""Paid washer \u2013 In building"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Private patio or balcony"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Central air conditioning"", ""Dishes and silverware"", ""Coffee maker: Keurig coffee machine"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Microwave""]",356.0
6377998,Entire home/apt,4,1203.01,Jamaica Plain,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Breakfast"", ""Free street parking"", ""Kirkland body soap"", ""Barbecue utensils"", ""First aid kit"", ""Outdoor dining area"", ""Refrigerator"", ""Pets allowed"", ""Ceiling fan"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Outdoor furniture"", ""Washer"", ""Hair dryer"", ""Cleaning products"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Rice maker"", ""Bathtub"", ""Coffee maker: espresso machine, pour-over coffee"", ""Laundromat nearby"", ""Hot water kettle"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hammock"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Free parking on premises"", ""Private entrance"", ""Baking sheet"", ""Dedicated workspace"", ""Private patio or balcony"", ""Board games"", ""Essentials"", ""Hot water"", ""Fire pit"", ""Children\u2019s books and toys"", ""Books and reading material"", ""Babysitter recommendations"", ""Indoor fireplace"", ""Portable fans"", ""Dishes and silverware"", ""BBQ grill: gas"", ""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Heating"", ""Microwave""]",400.0
6426364,Entire home/apt,29,705.02,South End,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Coffee maker"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Hot water"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Dryer"", ""Heating"", ""Microwave""]",100.0
6465075,Entire home/apt,3,1101.05,Jamaica Plain,"[""Free driveway parking on premises \u2013 2 spaces"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Free street parking"", ""Radiant heating"", ""First aid kit"", ""Outdoor dining area"", ""Fast wifi \u2013 119 Mbps"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Ceiling fan"", ""Iron"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker"", ""Hair dryer"", ""Shower gel"", ""Blender"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Conditioner"", ""Stainless steel gas stove"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Private patio or balcony"", ""Board games"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Books and reading material"", ""32\"" HDTV with Fire TV"", ""Portable fans"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Fire extinguisher""]",513.0
6489209,Private room,5,612.01,South Boston,"[""Wifi"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Dishes and silverware"", ""Kitchen"", ""Smoke alarm"", ""Cooking basics"", ""Private hot tub"", ""Coffee maker"", ""Dedicated workspace"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Microwave"", ""Essentials"", ""Iron""]",71.0
6544267,Entire home/apt,3,806.01,Roxbury,"[""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Single level home"", ""365 body soap"", ""Refrigerator"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Outdoor furniture"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Cleaning products"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""TV"", ""Hot water kettle"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Central air conditioning"", ""Dishes and silverware"", ""Books and reading material"", ""Hangers"", ""Fast wifi \u2013 110 Mbps"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher"", ""Standalone high chair - always at the listing""]",150.0
6603827,Private room,29,1103.01,Roslindale,"[""Wifi"", ""Stove"", ""Kitchen"", ""Free street parking"", ""Lock on bedroom door"", ""Refrigerator"", ""Washer"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Essentials"", ""Dishes and silverware"", ""Portable fans"", ""Indoor fireplace"", ""Fire extinguisher"", ""Private backyard \u2013 Not fully fenced"", ""Dryer"", ""Heating"", ""Microwave""]",50.0
6609546,Private room,29,606.03,South Boston Waterfront,"[""Shampoo"", ""Carbon monoxide alarm"", ""Wifi"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Smoke alarm"", ""Gym"", ""Elevator"", ""TV"", ""Dryer"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Microwave"", ""Essentials"", ""Coffee maker""]",149.0
6646604,Entire home/apt,30,5.06,Brighton,"[""Wifi"", ""Kitchen"", ""Crib"", ""Free street parking"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hair dryer"", ""Shower gel"", ""Elevator"", ""Cleaning products"", ""Body soap"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Carbon monoxide alarm"", ""Host greets you"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Hangers"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",85.0
6690605,Entire home/apt,91,404.01,Charlestown,"[""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Washer"", ""Wifi"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Hangers"", ""Dryer"", ""Pets allowed"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Essentials"", ""Iron""]",200.0
6746543,Entire home/apt,91,702.02,Chinatown,"[""Stove"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Coffee maker"", ""Washer"", ""Elevator"", ""TV"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Oven"", ""Host greets you"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Fire extinguisher"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",229.0
6758443,Entire home/apt,1,707,South End,"[""Wifi"", ""Kitchen"", ""Refrigerator"", ""Coffee maker"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Microwave""]",136.0
6758462,Entire home/apt,1,707,South End,"[""Wifi"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",119.0
6758482,Entire home/apt,1,707,South End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",141.0
6759004,Entire home/apt,1,107.01,Back Bay,"[""Wifi"", ""Stove"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",163.0
6759439,Entire home/apt,1,707,South End,"[""Wifi"", ""Kitchen"", ""Refrigerator"", ""Coffee maker"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Microwave""]",107.0
6762011,Entire home/apt,1,707,South End,"[""Wifi"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",108.0
6763409,Entire home/apt,1,707,South End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",129.0
6780077,Private room,2,912,Dorchester,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Free street parking"", ""Lock on bedroom door"", ""First aid kit"", ""Beach essentials"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Outdoor furniture"", ""Washer"", ""Hair dryer"", ""BBQ grill"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",73.0
6793945,Entire home/apt,29,709.02,South End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Single level home"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Lockbox"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Private patio or balcony"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Central air conditioning"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",185.0
6800522,Private room,150,818,Roxbury,"[""Wifi"", ""Carbon monoxide alarm"", ""Hot water"", ""Kitchen"", ""Smoke alarm"", ""Free parking on premises"", ""Lock on bedroom door"", ""Hangers"", ""Hot tub"", ""Heating"", ""Air conditioning""]",35.0
6819620,Private room,150,818,Roxbury,"[""Wifi"", ""Carbon monoxide alarm"", ""Backyard"", ""Hot water"", ""Stove"", ""Oven"", ""Kitchen"", ""Smoke alarm"", ""Free parking on premises"", ""Lock on bedroom door"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Microwave""]",37.0
6823017,Private room,91,8.04,Allston,"[""Shampoo"", ""Bed linens"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Dishes and silverware"", ""Smoke alarm"", ""Free parking on premises"", ""Lock on bedroom door"", ""Coffee maker"", ""Hangers"", ""Bathtub"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Microwave"", ""Essentials"", ""Iron""]",68.0
6843795,Entire home/apt,91,102.06,Fenway,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Refrigerator"", ""Paid parking on premises"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Elevator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Heating"", ""Fire extinguisher""]",185.0
6851459,Entire home/apt,1,707,South End,"[""Wifi"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",129.0
6851460,Entire home/apt,1,707,South End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",138.0
6862594,Private room,91,1204,Jamaica Plain,"[""Wifi"", ""Carbon monoxide alarm"", ""Kitchen"", ""Smoke alarm"", ""Smoking allowed"", ""Free parking on premises"", ""First aid kit"", ""TV"", ""Fire extinguisher"", ""Essentials""]",60.0
